指定生產線,訂單號,客戶簡碼,款號型体,款號名稱,颜色,款号代码,订单号,下單日期,客戶要求交期,訂單數量,加產數量,總數量,排程时间,"预计出成品
日期",已出口的数量,"未出口
数量"
,VS2508023,TLP,TLP070T21.5B0,PATRIOT BLUE/愛國者藍,"21""四輪伸縮拉桿箱",407246122,OB#13413,2025/8/20,2025/11/30,500,1,501,2025/8/24,2025/11/7,501,0
,VS2508023,TLP,TLP070T25B0,PATRIOT BLUE/愛國者藍,"25""四輪伸縮拉桿箱",407246522,OB#13413,2025/8/20,2025/11/30,500,1,501,2025/8/24,2025/11/21,501,0
,VS2508023,TLP,TLP070T21.5G0,TITANIUM GREY/鈦灰色,"21""四輪伸縮拉桿箱",407246105,OB#13413,2025/8/20,2025/11/30,475,1,476,2025/8/24,2025/11/11,476,0
,VS2508023,TLP,TLP070T28B0,PATRIOT BLUE/愛國者藍,"28""四輪伸縮拉桿箱",407246922,OB#13413,2025/8/20,2025/11/30,450,1,451,2025.08.24,2025/10/31,451,0
,VS2508024,TLP,TLP070T21.5A0,BLACK/黑色,"21""四輪伸縮拉桿箱",407246101,OB#13413,2025/8/20,2025/12/4,1000,0,1000,2025/8/24,2025/11/13,1000,0
,VS2508024,TLP,TLP070T25A0,BLACK/黑色,"25""四輪伸縮拉桿箱",407246501,OB#13413,2025/8/20,2025/12/4,1000,0,1000,2025/8/24,2025/11/6,1000,0
,VS2508024,TLP,TLP070T21.5B0,PATRIOT BLUE/愛國者藍,"21""四輪伸縮拉桿箱",407246122,OB#13413,2025/8/20,2025/12/4,950,0,950,2025/8/24,2025/11/26,950,0
,VS2508024,TLP,TLP070T25B0,PATRIOT BLUE/愛國者藍,"25""四輪伸縮拉桿箱",407246522,OB#13413,2025/8/20,2025/12/4,950,0,950,2025/8/24,2025/11/20,950,0
,VS2508024,TLP,TLP070T21.5A0,BLACK/黑色,"21""四輪伸縮拉桿箱",407246101,OB#13413,2025/8/20,2025/12/19,1000,0,1000,2025/8/24,2025/11/20,1000,0
,VS2508024,TLP,TLP070T25A0,BLACK/黑色,"25""四輪伸縮拉桿箱",407246501,OB#13413,2025/8/20,2025/12/19,1000,0,1000,2025/8/24,2025/11/13,1000,0
,VS2508024,TLP,TLP070T21.5B0,PATRIOT BLUE/愛國者藍,"21""四輪伸縮拉桿箱",407246122,OB#13413,2025/8/20,2025/12/19,1025,0,1025,2025/8/24,2025/11/20,1025,0
,VS2508025,TLP,TLP074T20A0,BLACK / 黑色,"20""四輪伸縮拉杆箱",407246201,OB#13413,2025/8/20,2025/12/19,500,3,503,2025/8/24,2025/11/5,503,0
,VS2508026,TLP,TLP070D16B0,PATRIOT BLUE/愛國者藍,"16""手提包",407240322,OB#13413,2025/8/21,2025/12/4,75,1,76,2025/8/24,2025/11/5,76,0
,VS2508026,TLP,TLP070T21.5G0,TITANIUM GREY/鈦灰色,"21""四輪伸縮拉桿箱",407246105,OB#13413,2025/8/21,2025/12/4,25,1,26,2025/8/24,2025/11/11,26,0
,VS2508026,TLP,TLP070T28B0,PATRIOT BLUE/愛國者藍,"28""四輪伸縮拉桿箱",407246922,OB#13413,2025/8/21,2025/12/4,50,1,51,2025/8/24,2025/11/4,51,0
,VS2508026,TLP,TLP070T21.5B0,PATRIOT BLUE/愛國者藍,"21""四輪伸縮拉桿箱",407246122,OB#13413,2025/8/21,2025/12/4,25,1,26,2025/8/24,2025/11/27,26,0
,VS2508026,TLP,TLP070T25B0,PATRIOT BLUE/愛國者藍,"25""四輪伸縮拉桿箱",407246522,OB#13413,2025/8/21,2025/12/4,50,1,51,2025/8/24,2025/12/2,51,0
,VS2508027,SPG,SPG200K164T0,CARHARTT BROWN 棕色,SANMAR 16寸工具袋含底盘,B000068721199,28589,2025/8/22,2024/11/23,6,0,6,2025/8/27,VBF,6,0
,VS2508027,SPG,SPG200K05T0,CARHARTT BROWN 棕色,SANMAR手提包,B000060821199,28589,2025/8/22,2025/11/23,6,0,6,2025/8/27,VBF,6,0
,VS2508028,SPG,SPG210K5A0,黑色BLACK,女士生活用品袋C0（常規）,B000051200199,28657,2025/8/22,2025/11/12,1020,0,1020,2025/8/27,2025/11/3,1020,0
,VS2508029,STA,STA016B15.5Z1,五彩花印刷,15.5雙肩背包-五彩花,VC4647-003LSF,PO#2209,2025/8/22,2025/11/29,788,4,792,2025/8/27,2025/10/11,792,0
,VS2508029,STA,STA016K18.6Z1,Z1/五彩花,"18.6""媽咪袋",VC5041-001LSF,PO#2209,2025/8/22,2025/11/29,346,4,350,2025/8/27,2025/10/20,350,0
,VS2508029,STA,STA016K12.5Z1,Z1/五彩花,"12.5""收納袋",VC5040-001LSF,PO#2209,2025/8/22,2025/11/29,346,4,350,2025/8/27,2025/10/24,350,0
,VS2508030,STA,STA016B15.5Z1,五彩花印刷,15.5雙肩背包-五彩花,VC4647-003LSF,PO#2209,2025/8/22,2025/11/29,12,0,12,2025/8/27,2025/10/11,12,0
,VS2508030,STA,STA016K18.6Z1,Z1/五彩花,"18.6""媽咪袋",VC5041-001LSF,PO#2209,2025/8/22,2025/11/29,4,0,4,2025/8/27,2025/10/20,4,0
,VS2508030,STA,STA016K12.5Z1,Z1/五彩花,"12.5""收納袋",VC5040-001LSF,PO#2209,2025/8/22,2025/11/29,4,0,4,2025/8/27,2025/10/24,4,0
,VS2508031,STA,STA016B15.5Z1,五彩花印刷,15.5雙肩背包-五彩花,VC4647-003LSF,PO#2209,2025/8/22,2025/11/29,600,0,600,2025/8/27,2025/10/11,600,0
,VS2508031,STA,STA016K18.6Z1,Z1/五彩花,"18.6""媽咪袋",VC5041-001LSF,PO#2209,2025/8/22,2025/11/29,150,0,150,2025/8/27,2025/10/20,150,0
,VS2508031,STA,STA016K12.5Z1,Z1/五彩花,"12.5""收納袋",VC5040-001LSF,PO#2209,2025/8/22,2025/11/29,150,0,150,2025/8/27,2025/10/24,150,0
,VS2508032,STA,STA016B15.5Z1,五彩花印刷,15.5雙肩背包-五彩花,VC4647-003LSF,PO#2209,2025/8/22,2025/11/14,5,0,5,2025/8/27,2025/10/11,5,0
,VS2508032,STA,STA016K18.6Z1,Z1/五彩花,"18.6""媽咪袋",VC5041-001LSF,PO#2209,2025/8/22,2025/11/14,5,0,5,2025/8/27,2025/10/20,5,0
,VS2508032,STA,STA016K12.5Z1,Z1/五彩花,"12.5""收納袋",VC5040-001LSF,PO#2209,2025/8/22,2025/11/14,5,0,5,2025/8/27,2025/10/24,5,0
,VS2508033,CAU,CIS018C26Z14,Z14/深海軍網格印花,"SAM'S 26""大購物袋",10005950,SL007179,2025/8/25,2025/10/24,5880,0,5880,2025/8/27,WF,5880,0
,VS2508033,CAU,CIS018C26Z15,Z15/線條灰印花,"SAM'S 26""大購物袋",10005950,SL007179,2025/8/25,2025/10/24,5880,0,5880,2025/8/27,WF,5880,0
,VS2508034,CAU,CIW211C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10005501,BLK_SL006242A/6241B/,2025/8/25,2025/10/31,30000,15,30015,2025/8/27,2025/9/22,30015,0
,VS2508034,CAU,CIW211C13B1,B1/海藍色19-4042TPG,24罐無拉鏈冰袋,10004135,BLK_SL006242A/6241B/,2025/8/25,2025/10/3,30000,15,30015,2025/8/27,2025/9/23,30015,0
,VS2508035,SAM,SAM220K15N0,深藍色NAVY,"15.55""背包（ Backpack）",149196-1596,NA01365379,2025/8/27,2025/11/28,500,1,501,2025/8/29,2025/11/13,501,0
,VS2509001,SPG,SPG212K05T0,棕色CARHARTT BROWN,手提包（後幅含織標）,B000055521199,28714,2025/8/31,2025/11/6,3234,0,3234,2025/9/5,2025/11/4,3234,0
,VS2509002,CAU,CIC017C43Z4,Z4/烏黑19-4104TPG,COSTCO 2026 40罐EVA壓膜折疊冰袋,10006348,BLK_SL007019,2025/9/2,2025/12/5,50017,0,50017,2025/9/8,2025/10/20,50017,0
,VS2509002,CAU,CIC017C43Z5,Z5/灰褐色17-1311TPG,COSTCO 2026 40罐EVA壓膜折疊冰袋,10006348,BLK_SL007019,2025/9/2,2025/12/5,50017,0,50017,2025/9/8,2025/10/20,50017,0
,VS2509003,CAU,CIC016C31Z1,Z1/駝色15-1306TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007019,2025/9/2,2025/12/24,20017,0,20017,2025/9/8,2025/11/8,20017,0
,VS2509003,CAU,CIC016C31Z2,牛仔藍19-4118TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007019,2025/9/2,2025/12/24,20017,0,20017,2025/9/8,2025/11/8,20017,0
,VS2509003,CAU,CIC016C31Z3,石灰色15-4305TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007019,2025/9/2,2025/12/24,20017,0,20017,2025/9/8,2025/11/8,20017,0
,VS2509004,SPG,SPG210K11T0,棕色 CARHARTT BROWN,"25""多功能旅行袋C0（常規）",B000049921199,28729,2025/9/5,2025/11/25,2008,0,2008,2025/9/8,2025/11/17,2008,0
,VS2509004,SPG,SPG210K162T0,棕色CARHARTT BROWN,16寸工具袋C0（常規）,B000051821199,28729,2025/9/5,2025/11/25,2007,0,2007,2025/9/8,2025/11/19,2007,0
,VS2509004,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,28729,2025/9/5,2025/11/25,2016,0,2016,2025/9/8,2025/11/6,2016,0
,VS2509005,SPG,SPG200K151N0,深藍色NAVY,高級午餐冰袋（LEEDS）,B000057140199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509005,SPG,SPG200K16A0, 黑色 BLACK,冰袋背包(sanmar),B000056800199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509005,SPG,SPG200K20T0,CARHARTT BROWN 棕色,20寸潛水裝備袋,B000056521199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509005,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509005,SPG,SPG200K14T0,棕色 CARHARTT BROWN,14寸工具袋,B000057521199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509005,SPG,SPG200K30T0, 棕色CARHARTT BROWN,SANMAR 30寸裝備袋,B000056621199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509005,SPG,SPG210K161A0,黑色BLACK,汽車雜物袋C0（常規）,B000055600199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509005,SPG,SPG200K10A0,黑色（BLACK),長方冰袋,B000057000199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509005,SPG,SPG210K162T0,棕色CARHARTT BROWN,16寸工具袋C0（常規）,B000051821199,20250906,2025/9/5,2025/10/29,6,0,6,2025/9/8,VBF,6,0
,VS2509006,CAU,CIW211C13B0,B0/霧藍色,24罐無拉鏈冰袋,10005502,TBA,2025/9/10,2025/11/7,10000,5,10005,2025/9/14,2025/10/11,8632,1373
,VS2509006,CAU,CIW211C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10005501,TBA,2025/9/10,2025/11/7,10000,5,10005,2025/9/14,2025/10/15,10005,0
,VS2509006,CAU,CIW211C13B1,B1/海藍色19-4042TPG,24罐無拉鏈冰袋,10004135,TBA,2025/9/10,2025/10/31,10000,5,10005,2025/9/14,2025/10/15,10005,0
,VS2509007,5HO,WLV150K09CN0,CHESTNUT栗色,工具圍裙,WVB2310223,6014,2025/9/11,2025/12/4,2064,0,2064,2025/9/14,WF,2064,0
,VS2509008,5HO,WLV150K09CN0,CHESTNUT栗色,工具圍裙,WVB2310223,6015,2025/9/11,2025/12/4,456,0,456,2025/9/14,WF,456,0
,VS2509009,SAM,SAM220K12N0,深藍色NAVY,"17.71""旅行袋(Weekender)",149197-1596,NA01374509,2025/9/14,2025/12/5,750,0,750,2025/9/16,2025/11/15,750,0
,VS2509010,SAM,SAM220K12N0,深藍色NAVY,"17.71""旅行袋(Weekender)",149197-1596,NA01374509,2025/9/14,2025/12/26,500,0,500,2025/9/16,2025/11/20,500,0
,VS2509010,SAM,SAM220K12W0,白色OFF-WHITE,"17.71""旅行袋(Weekender)",149197-1627,NA01374509,2025/9/14,2025/12/26,350,0,350,2025/9/16,2025/11/22,350,0
,VS2509010,SAM,SAM220K12L0,橄欖綠PINE GREEN,"17.71""旅行袋(Weekender)",149197-1693,NA01374509,2025/9/14,2025/12/26,350,0,350,2025/9/16,2025/11/24,350,0
,VS2509011,SAM,SAM220K12W0,白色OFF-WHITE,"17.71""旅行袋(Weekender)",149197-1627,NA01374509,2025/9/14,2026/2/6,300,0,300,2025/9/16,2026/2/2,300,0
,VS2509011,SAM,SAM220K12L0,橄欖綠PINE GREEN,"17.71""旅行袋(Weekender)",149197-1693,NA01374509,2025/9/14,2026/2/6,300,0,300,2025/9/16,2026/2/3,300,0
,VS2509012,SAM,SAM220K12W0,白色OFF-WHITE,"17.71""旅行袋(Weekender)",149197-1627,NA01374509,2025/9/14,2026/3/6,350,0,350,2025/9/16,2026/2/5,350,0
,VS2509012,SAM,SAM220K12L0,橄欖綠PINE GREEN,"17.71""旅行袋(Weekender)",149197-1693,NA01374509,2025/9/14,2026/3/6,350,1,351,2025/9/16,2026/2/7,351,0
,VS2509013,CAU,CIG048C10G0,G0/淺銅綠色,9罐無拉鏈冰袋,10006111,BLK_SL007181,2025/9/15,2025/11/17,22610,20,22630,2025/9/16,2025/10/25,22630,0
,VS2509013,CAU,CIG048C13G0,G0/淺銅綠色,24罐無拉鏈冰袋,10006110,BLK_SL007181,2025/9/15,2025/11/17,22388,20,22408,2025/9/16,2025/10/25,22408,0
,VS2509014,CAU,CIW215C11W0,W0/白色,16罐無拉鏈冰袋,10006328,BLK_SL007017A,2025/9/15,2025/12/14,15400,51,15451,2025/9/18,2025/10/21,15451,0
,VS2509015,CAU,CIW211C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10005501,BLK_SL006242B/6241C/,2025/9/15,2025/12/31,26000,5,26005,2025/9/18,2025/10/20,26005,0
,VS2509015,CAU,CIW211C13B1,B1/海藍色19-4042TPG,24罐無拉鏈冰袋,10004135,BLK_SL006242B/6241C/,2025/9/15,2025/12/31,10800,5,10805,2025/9/18,2025/11/19,10805,0
,VS2509015,CAU,CIW211C13B0,B0/霧藍色,24罐無拉鏈冰袋,10005502,BLK_SL006242B/6241C/,2025/9/15,2025/12/31,52700,5,52705,2025/9/18,2025/10/24,52705,0
,VS2509016,SPG,SPG200K30T0, 棕色CARHARTT BROWN,SANMAR 30寸裝備袋,B000056621199,28779,2025/9/16,2025/10/24,12,0,12,2025/9/18,VBF,12,0
,VS2509017,SPG,SPG200K14T0,棕色 CARHARTT BROWN,14寸工具袋,B000057521199,28780,2025/9/16,2025/10/24,12,0,12,2025/9/18,VBF,12,0
,VS2509018,SPG,SPG200K16A0, 黑色 BLACK,冰袋背包(sanmar),B000056800199,28781,2025/9/16,2025/10/24,12,0,12,2025/9/18,VBF,12,0
,VS2509019,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,28782,2025/9/16,2025/10/24,12,0,12,2025/9/18,VBF,12,0
,VS2509020,SPG,SPG200K151T0, 棕色(CARHARTT BROWN),高級午餐冰袋（LEEDS）,B000057121199,28783,2025/9/16,2025/10/24,12,0,12,2025/9/18,VBF,12,0
,VS2509021,SPG,SPG200D13T0,CARHARTT BROWN棕色,SANMAR 75L旅行袋,B000060521199,28788,2025/9/16,2025/12/28,2000,0,2000,2025/9/18,2025/11/28,2000,0
,VS2509022,SPG,SPG200K12T0,棕色CARHARTT BROWN,可收纳旅行袋,B000056421199,28789,2025/9/16,2025/12/28,8010,0,8010,2025/9/18,2025/12/10,8010,0
,VS2509022,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,28789,2025/9/16,2025/12/28,5346,0,5346,2025/9/18,2025/12/19,5346,0
,VS2509023,SPG,SPG200K20T0,CARHARTT BROWN 棕色,20寸潛水裝備袋,B000056521199,28790,2025/9/16,2025/12/28,2436,0,2436,2025/9/18,2025/12/5,2436,0
,VS2509024,SPG,SPG200K151N0,深藍色NAVY,高級午餐冰袋（LEEDS）,B000057140199,28791,2025/9/16,2025/12/28,6912,0,6912,2025/9/18,2025/11/27,6912,0
,VS2509024,SPG,SPG200K151T0, 棕色(CARHARTT BROWN),高級午餐冰袋（LEEDS）,B000057121199,28791,2025/9/16,2025/12/28,4248,0,4248,2025/9/18,2025/12/8,4248,0
,VS2509024,SPG,SPG200K151A0,黑色 BLACK,高級午餐冰袋（LEEDS）,B000057100199,28791,2025/9/16,2025/12/28,11052,0,11052,2025/9/18,2025/12/13,11052,0
,VS2509025,SPG,SPG200K16A0, 黑色 BLACK,冰袋背包(sanmar),B000056800199,28792,2025/9/16,2026/12/28,2676,0,2676,2025/9/18,2025/11/28,2676,0
,VS2509026,STA,STA017B10.5Z2,Z2/豹紋,"10.5""雙肩背包-豹紋",VC4946-001ST,TSHS-2025-020,2025/9/16,2025/12/4,500,4,504,2025/9/18,2025/11/21,504,0
,VS2509026,STA,B10.5B1,BLUE/藍色,"10.5""雙肩背包-藍",VC4946-002ST,TSHS-2025-020,2025/9/16,2025/12/4,500,4,504,2025/9/18,2025/11/25,504,0
,VS2509026,STA,STA017B14.5Z1,Z1/塗鴉印刷,"14.5""雙肩背包-塗鴉",VC4646-040ST,TSHS-2025-020,2025/9/16,2025/12/4,500,4,504,2025/9/18,2025/11/28,504,0
,VS2509026,STA,STA017T21.5Z1,Z1/豹紋,"21.5""四輪拉桿箱-豹紋",VC3825-010ST,TSHS-2025-020,2025/9/16,2025/12/4,500,4,504,2025/9/18,2025/11/5,504,0
,VS2509026,STA,STA017T21.5B1,BLUE/藍色,"21.5""四輪拉桿箱-藍",VC3825-011ST,TSHS-2025-020,2025/9/16,2025/12/4,500,4,504,2025/9/18,2025/11/10,504,0
,VS2509026,STA,STA017T21.5Z2,Z2/塗鴉印刷,"21.5""四輪拉桿箱-塗鴉",VC3825-12ST,TSHS-2025-020,2025/9/16,2025/12/4,500,4,504,2025/9/18,2025/11/15,504,0
,VS2509027,ZXH,ZXH010K12A1,BLACK / 黑色,"12""繪畫袋",746381-PU BAG,PO#25090415,2025/9/16,2025/10/19,6120,2,6122,2025/9/18,2025/10/2,6122,0
,VS2509027,ZXH,ZXH010K11.5A0,BLACK / 黑色,"11.5""文具袋-1",746381-PENCILROLLS-1,PO#25090415,2025/9/16,2025/10/19,6120,2,6122,2025/9/18,2025/10/8,6122,0
,VS2509027,ZXH,ZXH010K11A0,BLACK / 黑色,"11.5""文具袋-2",746381-PENCILROOLS-2,PO#25090415,2025/9/16,2025/10/19,6120,2,6122,2025/9/18,1900/1/13,6122,0
,VS2509028,STA,STA017B10.5Z2,Z2/豹紋,"10.5""雙肩背包-豹紋",VC4946-001ST,020 拍照樣,2025/9/16,2025/11/24,7,0,7,2025/9/18,VBF,7,0
,VS2509028,STA,STA017B14.5Z1,Z1/塗鴉印刷,"14.5""雙肩背包-塗鴉",VC4646-040ST,020 拍照樣,2025/9/16,2025/11/24,7,0,7,2025/9/18,VBF,7,0
,VS2509028,STA,STA017T21.5Z1,Z1/豹紋,"21.5""四輪拉桿箱-豹紋",VC3825-010ST,020 拍照樣,2025/9/16,2025/11/24,7,0,7,2025/9/18,VBF,7,0
,VS2509028,STA,STA017T21.5Z2,Z2/塗鴉印刷,"21.5""四輪拉桿箱-塗鴉",VC3825-12ST,020 拍照樣,2025/9/16,2025/11/24,7,0,7,2025/9/18,VBF,7,0
,VS2509029,SPG,SPG210K05G0,石板綠GREEN SLATE,手提包C0,B000055531099,28563,2025/9/17,2025/10/19,3,0,3,2025/9/20,VBF,3,0
,VS2509030,SPG,SPG212K05T0,棕色CARHARTT BROWN,手提包（後幅含織標）,B000055521199,28714,2025/9/18,2025/10/19,3,0,3,2025/9/20,VBF,3,0
,VS2509031,SPG,SPG210K161A0,黑色BLACK,汽車雜物袋C0（常規）,B000055600199,28807,2025/9/19,2025/12/8,2004,0,2004,2025/9/20,2025/11/27,2004,0
,VS2509031,SPG,SPG210K5A0,黑色BLACK,女士生活用品袋C0（常規）,B000051200199,28807,2025/9/19,2025/12/8,1020,0,1020,2025/9/20,2025/11/29,1020,0
,VS2509031,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,28807,2025/9/19,2026/12/8,2016,0,2016,2025/9/20,2025/12/2,2016,0
,VS2509031,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,28807,2025/9/19,2025/12/8,2016,0,2016,2025/9/20,2025/12/4,2016,0
,VS2509032,SPG,SPG210K05S0,SHADE影灰,手提包C0(常規）,B000055502999,28820,2025/9/19,2026/1/8,1008,0,1008,2025/9/20,2025/12/5,1008,0
,VS2509033,SPG,SPG210K05S0,SHADE影灰,手提包C0(常規）,B000055502999,28820,2025/9/19,2025/11/28,7,0,7,2025/9/20,VBF,7,0
,VS2509034,STL,STL090D19B0,BLUE/藍色,"19""高爾夫衣物袋",STL090,PO#250922,2025/9/21,2025/10/19,10,0,10,2025/9/23,VBF,10,0
,VS2509034,STL,STL090D19Z0,Z0/迷彩,"19""高爾夫衣物袋",STL090,PO#250922,2025/9/21,2025/10/19,42,0,42,2025/9/23,VBF,42,0
,VS2509035,SAM,SAM220K12N0,深藍色NAVY,"17.71""旅行袋(Weekender)",149197-1596,4501379330,2025/9/24,2025/12/26,90,0,90,2025/9/26,VBF,90,0
,VS2509036,CAU,CIS022C01Z03,Z03/墨綠+粉紅,"SAM'S 26""大購物袋 2026 H1",2173SUP18001,BLK_SL007184,2025/9/24,2025/12/24,7565,0,7565,2025/9/26,2025/12/15,7565,0
,VS2509036,CAU,CIS022C01Z05,Z05/紅色+淡橙色,"SAM'S 26""大購物袋 2026 H1",2173SUP18001,BLK_SL007184,2025/9/24,2025/12/24,6305,0,6305,2025/9/26,2025/12/15,6305,0
,VS2509036,CAU,CIS022C01Z09,Z09/米白+藍色,"SAM'S 26""大購物袋 2026 H1",2173SUP18001,BLK_SL007184,2025/9/24,2025/12/24,7565,0,7565,2025/9/26,2025/12/15,7565,0
,VS2509036,CAU,CIS022C02Z01,Z01/米白+紅白間色肩帶,"SAM'S 26""大購物袋 2026 H1",2173SUP18001,BLK_SL007184,2025/9/24,2025/12/24,7985,0,7985,2025/9/26,2025/12/15,7985,0
,VS2509037,VIC,VIC340K06A0,黑色,6寸盥洗袋,653639,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/12/12,501,0
,VS2509037,VIC,VIC340K11A0,黑色,11寸斜挎包,653640,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/12/4,501,0
,VS2509037,VIC,VIC340K11B0,藏藍,11寸斜挎包,653641,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/12/8,501,0
,VS2509037,VIC,VIC340B15A0,黑色,15寸伸縮背包,653642,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/11/18,501,0
,VS2509037,VIC,VIC340B15B0, 藏藍,15寸伸縮背包,653643,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/11/25,501,0
,VS2509037,VIC,VIC340B18A0,黑色,18寸商務背包,653644,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/12/17,501,0
,VS2509037,VIC,VIC340B18B0,藏藍,18寸商務背包,653645,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/12/24,501,0
,VS2509037,VIC,VIC340C11A0,黑色,11寸手提公文袋,653646,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/11/28,501,0
,VS2509037,VIC,VIC340C11B0,藏藍, 11寸手提公文袋,653647,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/12/2,501,0
,VS2509037,VIC,VIC340C12A0,黑色,12寸手提公文袋,653648,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/12/6,501,0
,VS2509037,VIC,VIC340C12B0,藏藍,12寸手提公文袋,653649,313576,2025/9/26,2026/1/6,500,1,501,2025/9/29,2025/12/11,501,0
,VS2509038,VIC,VIC170-2B17A0,BLACK黑色,背包1（肩帶尾調節方式改同VIC150）,602151,313576,2025/9/26,2026/1/6,1176,0,1176,2025/9/29,2025/12/11,1176,0
,VS2509038,VIC,VIC200B16A0,BLACK黑色,"16""單肩背包",606796,313576,2025/9/26,2026/1/6,1000,0,1000,2025/9/29,2025/12/3,1000,0
,VS2509039,CAI,CIW216C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10006205,TBA,2025/9/26,2025/11/21,18400,15,18415,2025/9/29,2025/11/5,14534,3881
,VS2509039,CAI,CIW216C12B0,B0/霧藍色,12罐無拉鏈冰袋,10006206,TBA,2025/9/26,2025/11/21,20700,15,20715,2025/9/29,2025/11/5,16260,4455
,VS2509039,CAI,CIW216C13B1,B1/海藍色19-4042TPG,24罐無拉鏈冰袋,10006208,TBA,2025/9/26,2025/11/21,18400,15,18415,2025/9/29,2025/11/5,14146,4269
,VS2509039,CAI,CIW216C13B0,B0/霧藍色,24罐無拉鏈冰袋,10006209,TBA,2025/9/26,2025/11/21,26450,15,26465,2025/9/29,2025/11/17,20186,6279
SL01-021,VS2509040,CAI,CIW216C12A0,A0/烏黑色19-4104TPG,12罐無拉鏈冰袋,10006204,TBA,2025/9/26,2025/11/21,11500,15,11515,2025/9/29,2025/11/5,9360,2155
,VS2509040,CAI,CIW216C13A0,A0/烏黑色19-4104TPG,24罐無拉鏈冰袋,10006207,TBA,2025/9/26,2025/11/21,11500,15,11515,2025/9/29,2025/11/17,8972,2543
BY02-002,VS2509041,CAU,CIS022C01Z03,Z03/墨綠+粉紅,"SAM'S 26""大購物袋 2026 H1",2173SUP18001,BLK_SL007119A,2025/9/27,2025/12/13,65021,0,65021,2025/9/29,2025/12/6,25704,39317
BY04-001,VS2509041,CAU,CIS022C01Z05,Z05/紅色+淡橙色,"SAM'S 26""大購物袋 2026 H1",2173SUP18001,BLK_SL007119A,2025/9/27,2025/12/13,54185,0,54185,2025/9/29,2025/12/6,21420,32765
,VS2509041,CAU,CIS022C01Z09,Z09/米白+藍色,"SAM'S 26""大購物袋 2026 H1",2173SUP18001,BLK_SL007119A,2025/9/27,2025/12/13,65021,0,65021,2025/9/29,2025/12/6,25704,39317
,VS2509041,CAU,CIS022C02Z01,Z01/米白+紅白間色肩帶,"SAM'S 26""大購物袋 2026 H1",2173SUP18001,BLK_SL007119A,2025/9/27,2025/12/13,68633,0,68633,2025/9/29,2025/12/6,27132,41501
,VS2509042,CAU,CIT014C14G0,灰色/G0,24罐無拉鏈冰袋,10001065,BLK-SL007185,2025/9/29,2026/1/15,5000,15,5015,2025/10/1,2025/12/2,4098,917
,VS2509043,CAU,CIT019C14B0,B0/天藍色,24罐無拉鏈冰袋,10006446,BLK-SL007185,2025/9/29,2026/1/15,8000,15,8015,2025/10/1,2025/12/6,8015,0
,VS2509044,VIC,VIC200B16A0,BLACK黑色,"16""單肩背包",606796,313576,2025/9/29,2025/12/4,2,0,2,2025/10/1,VBF,2,0
,VS2510001,SPG,SPG210K5T0,棕色 CARHARTT BROWN,女士生活用品袋C0（常規）,B000051221199,28869,2025/10/6,2025/12/23,1020,0,1020,2025/10/11,2025/11/28,1020,0
,VS2510001,SPG,SPG210K162A0,黑色BLACK,16寸工具袋C0（常規）,B000051800199,28869,2025/10/6,2025/12/23,1008,0,1008,2025/10/11,2025/12/11,1008,0
