訂單號,訂單序號,訂單版本,主鍵標示,客戶簡稱,客戶簡碼,款號,款號名稱,COLORWAY,客戶款號代碼,訂單數量,加產數量,客戶訂單號,款號尺寸,下單日期,客戶要求交期,建立日期,生效日期
VS2507019,1,1,VS2507019-1,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,4,0,SHK0004489/82/86,,2025/7/15,2025/9/24,2025/7/15,2025/7/18
VS2507019,2,1,VS2507019-2,WIP,WIP,WIP050K05P0,RICHMOND 錢包(小圓角）,PALISANDER 紅木色,I036996,4,0,SHK0004489/82/86,,2025/7/15,2025/9/24,2025/7/15,2025/7/18
VS2507019,3,1,VS2507019-3,WIP,WIP,WIP050D27P0,RICHMOND 大號旅行袋,PALISANDER 紅木色,I037001,4,0,SHK0004489/82/86,,2025/7/15,2025/9/24,2025/7/15,2025/7/18
VS2507020,1,1,VS2507020-1,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,32,7,SMSTR004894/87/91,,2025/7/15,2025/9/24,2025/7/15,2025/7/18
VS2507020,2,1,VS2507020-2,WIP,WIP,WIP050K05P0,RICHMOND 錢包(小圓角）,PALISANDER 紅木色,I036996,32,7,SMSTR004894/87/91,,2025/7/15,2025/9/24,2025/7/15,2025/7/18
VS2507020,3,1,VS2507020-3,WIP,WIP,WIP050D27P0,RICHMOND 大號旅行袋,PALISANDER 紅木色,I037001,32,7,SMSTR004894/87/91,,2025/7/15,2025/9/24,2025/7/15,2025/7/18
VS2507021,1,1,VS2507021-1,CALIFORNIA INNOVATIONS,CAU,CIW211C13B0,24罐無拉鏈冰袋,B0/霧藍色,10005502,30000,8,BLK_SL006233C,,2025/7/16,2025/9/5,2025/7/16,2025/7/17
VS2507022,1,1,VS2507022-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2718,0,28410,,2025/7/17,2025/11/13,2025/7/17,2025/7/17
VS2507022,2,1,VS2507022-2,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,4176,0,28410,,2025/7/17,2025/11/13,2025/7/17,2025/7/17
VS2507023,1,1,VS2507023-1,SPG,SPG,SPG200K151N0,高級午餐冰袋（LEEDS）,深藍色NAVY,B000057140199,2052,0,28411,,2025/7/17,2025/11/13,2025/7/17,2025/7/17
VS2507023,2,1,VS2507023-2,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,2052,0,28411,,2025/7/17,2025/11/13,2025/7/17,2025/7/17
VS2507023,3,1,VS2507023-3,SPG,SPG,SPG200K151G0,高級午餐冰袋（LEEDS),灰色GRAVEL,B000057103999,3096,0,28411,,2025/7/17,2025/11/13,2025/7/17,2025/7/17
VS2507023,4,1,VS2507023-4,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,2016,0,28411,,2025/7/17,2025/11/13,2025/7/17,2025/7/17
VS2507024,1,1,VS2507024-1,CALIFORNIA INNOVATIONS,CAU,CIB015C15B1,BJ'S 2026 16罐無拉鏈冰袋,B1/寶藍7686C,10006278,29391,0,BLK_SL007118,,2025/7/17,2025/10/10,2025/7/17,2025/7/18
VS2507025,1,2,VS2507025-1,Travelpro,TLP,TLP120B18.5A0,"18.5""大號電腦背包",JET BLACK / 黑色,430245801,600,3,OB#13337,,2025/7/18,2025/11/20,2025/7/18,2025/7/18
VS2507026,1,1,VS2507026-1,Travelpro,TLP,TLP050T23A0,"23""兩輪登機箱（伸縮）",BLACK/黑色,3632-01,1500,1,OB#13338,,2025/7/18,2025/10/20,2025/7/18,2025/7/18
VS2507026,2,1,VS2507026-2,Travelpro,TLP,TLP050T15A0,"15""兩輪拉桿電腦袋",BLACK/黑色,3613-01,1000,1,OB#13338,,2025/7/18,2025/10/20,2025/7/18,2025/7/18
VS2507026,3,1,VS2507026-3,Travelpro,TLP,TLP050T21A0,"21""兩輪拉杆箱",BLACK/黑色,3621-01,1000,1,OB#13338,,2025/7/18,2025/10/20,2025/7/18,2025/7/18
VS2507026,4,1,VS2507026-4,Travelpro,TLP,TLP050K14A0,"14""冰袋",BLACK/黑色,3605-01,2000,1,OB#13338,,2025/7/18,2025/10/25,2025/7/18,2025/7/18
VS2507026,5,1,VS2507026-5,Travelpro,TLP,TLP050K20A0,"20""手提袋",BLACK/黑色,3608-01,500,1,OB#13338,,2025/7/18,2025/10/25,2025/7/18,2025/7/18
VS2507026,6,1,VS2507026-6,Travelpro,TLP,TLP050K20A0,"20""手提袋",BLACK/黑色,3608-01,500,0,OB#13338,,2025/7/18,2025/11/5,2025/7/18,2025/7/18
VS2507026,7,1,VS2507026-7,Travelpro,TLP,TLP050K14A0,"14""冰袋",BLACK/黑色,3605-01,2000,0,OB#13338,,2025/7/18,2025/11/10,2025/7/18,2025/7/18
VS2507026,8,1,VS2507026-8,Travelpro,TLP,TLP050T23A0,"23""兩輪登機箱（伸縮）",BLACK/黑色,3632-01,1400,0,OB#13338,,2025/7/18,2025/11/20,2025/7/18,2025/7/18
VS2507026,9,1,VS2507026-9,Travelpro,TLP,TLP050T15A0,"15""兩輪拉桿電腦袋",BLACK/黑色,3613-01,1000,0,OB#13338,,2025/7/18,2025/11/20,2025/7/18,2025/7/18
VS2507026,10,1,VS2507026-10,Travelpro,TLP,TLP050T24A0,"24""兩輪登機箱（伸縮）",BLACK/黑色,3624-01,500,1,OB#13338,,2025/7/18,2025/11/20,2025/7/18,2025/7/18
VS2507026,11,1,VS2507026-11,Travelpro,TLP,TLP050T23A0,"23""兩輪登機箱（伸縮）",BLACK/黑色,3632-01,1500,0,OB#13338,,2025/7/18,2025/12/5,2025/7/18,2025/7/18
VS2507026,12,1,VS2507026-12,Travelpro,TLP,TLP050T15A0,"15""兩輪拉桿電腦袋",BLACK/黑色,3613-01,500,0,OB#13338,,2025/7/18,2025/12/5,2025/7/18,2025/7/18
VS2507026,13,1,VS2507026-13,Travelpro,TLP,TLP050T16A0,"16""兩輪拉桿電腦袋",BLACK/黑色,3616-01,500,1,OB#13338,,2025/7/18,2025/12/5,2025/7/18,2025/7/18
VS2507026,14,1,VS2507026-14,Travelpro,TLP,TLP050T18A0,"18""兩輪拉桿杆箱（伸縮）",BLACK/黑色,3618-01,500,1,OB#13338,,2025/7/18,2025/12/5,2025/7/18,2025/7/18
VS2507027,1,1,VS2507027-1,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z03,"SAM'S 26""大購物袋 2026 H1",Z03/墨綠+粉紅,2173SUP18001,65036,0,BLK_SL007119,,2025/7/23,2025/11/22,2025/7/23,2025/7/25
VS2507027,2,1,VS2507027-2,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z05,"SAM'S 26""大購物袋 2026 H1",Z05/紅色+淡橙色,2173SUP18001,54200,0,BLK_SL007119,,2025/7/23,2025/11/22,2025/7/23,2025/7/25
VS2507027,3,1,VS2507027-3,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z09,"SAM'S 26""大購物袋 2026 H1",Z09/米白+藍色,2173SUP18001,65036,0,BLK_SL007119,,2025/7/23,2025/11/22,2025/7/23,2025/7/25
VS2507027,4,1,VS2507027-4,CALIFORNIA INNOVATIONS,CAU,CIS022C02Z01,"SAM'S 26""大購物袋 2026 H1",Z01/米白+紅白間色肩帶,2173SUP18001,68648,0,BLK_SL007119,,2025/7/23,2025/11/22,2025/7/23,2025/7/25
VS2507028,1,1,VS2507028-1,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,2016,0,28456,,2025/7/25,2025/10/15,2025/7/25,2025/7/25
VS2507028,2,1,VS2507028-2,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,2016,0,28456,,2025/7/25,2025/10/15,2025/7/25,2025/7/25
VS2507029,1,1,VS2507029-1,Victorinox Swiss Army,VIC,VIC340B19A0,19寸登機背包,黑色,653650,500,0,311606,,2025/7/25,2025/11/5,2025/7/25,2025/7/26
VS2507029,2,1,VS2507029-2,Victorinox Swiss Army,VIC,VIC340B19B0,19寸登機背包,藏藍,653651,500,0,311606,,2025/7/25,2025/11/5,2025/7/25,2025/7/26
VS2507029,3,1,VS2507029-3,Victorinox Swiss Army,VIC,VIC340D13A0,12寸旅行袋版本2,黑色,653652,500,0,311606,,2025/7/25,2025/11/5,2025/7/25,2025/7/26
VS2507029,4,1,VS2507029-4,Victorinox Swiss Army,VIC,VIC340D13B0, 12寸旅行袋版本2,藏藍,653653,500,0,311606,,2025/7/25,2025/11/5,2025/7/25,2025/7/26
VS2507030,1,1,VS2507030-1,Victorinox Swiss Army,VIC,VIC340B19A0,19寸登機背包,黑色,653650,1,0,311606,,2025/7/26,2025/11/5,2025/7/26,2025/7/26
VS2507030,2,1,VS2507030-2,Victorinox Swiss Army,VIC,VIC340D13B0, 12寸旅行袋版本2,藏藍,653653,1,0,311606,,2025/7/26,2025/11/5,2025/7/26,2025/7/26
VS2507031,1,1,VS2507031-1,CALIFORNIA INNOVATIONS,CAU,CIS021C01Z03,"SAM'S 26""大購物袋-經典版 4087SU RC",Z03/CSI 205684-藏藍,2173SUP18001,26880,0,BLK_SL006236H,,2025/7/30,2025/9/20,2025/7/30,2025/7/30
VS2507031,2,1,VS2507031-2,CALIFORNIA INNOVATIONS,CAU,CIS021C01Z04,"SAM'S 26""大購物袋-經典版 4087SU RC",Z04/CSI 2032726-淡紅,2173SUP18001,24192,0,BLK_SL006236H,,2025/7/30,2025/9/20,2025/7/30,2025/7/30
VS2507031,3,1,VS2507031-3,CALIFORNIA INNOVATIONS,CAU,CIS021C01Z07,"SAM'S 26""大購物袋-經典版 4087SU RC",Z07/米白+深綠,2173SUP18001,21504,0,BLK_SL006236H,,2025/7/30,2025/9/20,2025/7/30,2025/7/30
VS2507031,4,1,VS2507031-4,CALIFORNIA INNOVATIONS,CAU,CIS021C01Z09,"SAM'S 26""大購物袋-經典版 4087SU RC",Z09/米白+酒紅,2173SUP18001,21504,0,BLK_SL006236H,,2025/7/30,2025/9/20,2025/7/30,2025/7/30
VS2507032,1,1,VS2507032-1,5Horizons Group,5HO,WLV191K100A0,ASI斜挎午餐袋C0,黑色BLACK,WVB3100-001,912,0,5685,,2025/7/31,2025/10/25,2025/7/31,2025/7/31
VS2507032,2,1,VS2507032-2,5Horizons Group,5HO,WLV191K100CN0,ASI斜挎午餐袋C0,栗色CHESTNUT,WVB3100-223,912,0,5685,,2025/7/31,2025/10/25,2025/7/31,2025/7/31
VS2507033,1,1,VS2507033-1,5Horizons Group,5HO,WLV191K100A0,ASI斜挎午餐袋C0,黑色BLACK,WVB3100-001,432,0,5686,,2025/7/31,2025/10/25,2025/7/31,2025/7/31
VS2507033,2,1,VS2507033-2,5Horizons Group,5HO,WLV191K100CN0,ASI斜挎午餐袋C0,栗色CHESTNUT,WVB3100-223,432,0,5686,,2025/7/31,2025/10/25,2025/7/31,2025/7/31
VS2508001,1,1,VS2508001-1,SPG,SPG,SPG200K30T0,SANMAR 30寸裝備袋, 棕色CARHARTT BROWN,B000056621199,2000,0,28547,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508001,2,1,VS2508001-2,SPG,SPG,SPG200K30A0,SANMAR 30寸裝備袋,SANMAR 30寸裝備袋 黑色(BLACK),B000056600199,2000,0,28547,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508002,1,1,VS2508002-1,SPG,SPG,SPG200K14A0,14寸工具袋,黑色BLACK,B000057500199,2004,0,25548,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508002,2,1,VS2508002-2,SPG,SPG,SPG200K14T0,14寸工具袋,棕色 CARHARTT BROWN,B000057521199,2004,0,25548,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508003,1,1,VS2508003-1,SPG,SPG,SPG200K16A0,冰袋背包(sanmar), 黑色 BLACK,B000056800199,2016,0,28549,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508003,2,1,VS2508003-2,SPG,SPG,SPG200K16T0,冰袋背包（SANMAR),棕色CARHARTT BROWN,B000056821199,2016,0,28549,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508004,1,1,VS2508004-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2016,0,28550,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508004,2,1,VS2508004-2,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,2016,0,28550,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508005,1,1,VS2508005-1,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,2016,0,28551,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508005,2,1,VS2508005-2,SPG,SPG,SPG200K151G0,高級午餐冰袋（LEEDS),灰色GRAVEL,B000057103999,2016,0,28551,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508005,3,1,VS2508005-3,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,2016,0,28551,,2025/8/6,2025/11/5,2025/8/6,2025/8/6
VS2508006,1,1,VS2508006-1,WIP,WIP,WIP010K16T0,兩用冰袋,HAMILTON BROWN 漢密爾顿棕色,I034760,150,0,25TR005131,,2025/8/6,2025/11/24,2025/8/6,2025/8/7
VS2508007,1,1,VS2508007-1,CALIFORNIA INNOVATIONS,CAU,CIW211C12B1,12罐無拉鏈冰袋,B1/海藍色19-4042TPG,10005501,30000,12,BLK_SL006241A,,2025/8/8,2025/9/30,2025/8/8,2025/8/8
VS2508008,1,1,VS2508008-1,Samsonite,SAM,SAM220K12W0,"17.71""旅行袋(Weekender)",白色OFF-WHITE,149197-1627,350,1,NA01358667,,2025/8/13,2025/11/11,2025/8/13,2025/8/15
VS2508009,1,1,VS2508009-1,Samsonite,SAM,SAM220K12W0,"17.71""旅行袋(Weekender)",白色OFF-WHITE,149197-1627,150,0,NA01358667,,2025/8/13,2025/11/29,2025/8/13,2025/8/15
VS2508010,1,1,VS2508010-1,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,2016,0,28563,,2025/8/14,2025/11/6,2025/8/14,2025/8/14
VS2508010,2,1,VS2508010-2,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,1008,0,28563,,2025/8/14,2025/11/6,2025/8/14,2025/8/14
VS2508010,3,1,VS2508010-3,SPG,SPG,SPG200K151G0,高級午餐冰袋（LEEDS),灰色GRAVEL,B000057103999,1008,0,28563,,2025/8/14,2025/11/6,2025/8/14,2025/8/14
VS2508010,4,1,VS2508010-4,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,1008,0,28563,,2025/8/14,2025/11/6,2025/8/14,2025/8/14
VS2508010,5,1,VS2508010-5,SPG,SPG,SPG210K05G0,手提包C0,石板綠GREEN SLATE,B000055531099,1008,0,28563,,2025/8/14,2025/11/6,2025/8/14,2025/8/14
VS2508010,6,1,VS2508010-6,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,2016,0,28563,,2025/8/14,2025/11/6,2025/8/14,2025/8/14
VS2508010,7,1,VS2508010-7,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,1010,0,28563,,2025/8/14,2025/11/6,2025/8/14,2025/8/14
VS2508011,1,1,VS2508011-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,5886,0,28584,,2025/8/16,2025/11/24,2025/8/16,2025/8/18
VS2508012,1,1,VS2508012-1,SPG,SPG,SPG200K121A0,旅行冰袋,BLACK黑色,B000056700199,2004,0,28585,,2025/8/16,2025/11/24,2025/8/16,2025/8/18
VS2508013,1,1,VS2508013-1,SPG,SPG,SPG200K20G0,20寸潛水裝備袋,灰色,B000056503999,2052,0,28586,,2025/8/16,2025/11/24,2025/8/16,2025/8/18
VS2508014,1,1,VS2508014-1,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,3276,0,28587,,2025/8/16,2025/11/24,2025/8/16,2025/8/18
VS2508014,2,1,VS2508014-2,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,2556,0,28587,,2025/8/16,2025/11/24,2025/8/16,2025/8/18
VS2508014,3,1,VS2508014-3,SPG,SPG,SPG200K151N0,高級午餐冰袋（LEEDS）,深藍色NAVY,B000057140199,4860,0,28587,,2025/8/16,2025/11/24,2025/8/16,2025/8/18
VS2508015,1,1,VS2508015-1,SPG,SPG,SPG200K16T0,冰袋背包（SANMAR),棕色CARHARTT BROWN,B000056821199,2004,0,28588,,2025/8/16,2025/11/24,2025/8/16,2025/8/18
VS2508015,2,1,VS2508015-2,SPG,SPG,SPG200K16A0,冰袋背包(sanmar), 黑色 BLACK,B000056800199,2004,0,28588,,2025/8/16,2025/11/24,2025/8/16,2025/8/18
VS2508016,1,1,VS2508016-1,SPG,SPG,SPG200K05A0,SANMAR 手提包,BLACK 黑色,B000060800199,6,3,28589,,2025/8/16,2025/11/24,2025/8/16,2025/8/19
VS2508016,2,1,VS2508016-2,SPG,SPG,SPG200K05G0,SANMAR 手提包,GRAVEL 灰色,B000060803999,5,3,28589,,2025/8/16,2025/11/24,2025/8/16,2025/8/19
VS2508016,3,1,VS2508016-3,SPG,SPG,SPG200K05T0,SANMAR手提包,CARHARTT BROWN 棕色,B000060821199,1,3,28589,,2025/8/16,2025/11/24,2025/8/16,2025/8/19
VS2508016,4,1,VS2508016-4,SPG,SPG,SPG200K164T0,SANMAR 16寸工具袋含底盘,CARHARTT BROWN 棕色,B000068721199,10,3,28589,,2025/8/16,2025/11/24,2025/8/16,2025/8/19
VS2508017,1,1,VS2508017-1,SPG,SPG,SPG200K05A0,SANMAR 手提包,BLACK 黑色,B000060800199,151,0,28596,,2025/8/16,2026/3/24,2025/8/16,2025/8/19
VS2508017,2,1,VS2508017-2,SPG,SPG,SPG200K05G0,SANMAR 手提包,GRAVEL 灰色,B000060803999,2,0,28596,,2025/8/16,2026/3/24,2025/8/16,2025/8/19
VS2508017,3,1,VS2508017-3,SPG,SPG,SPG200K05T0,SANMAR手提包,CARHARTT BROWN 棕色,B000060821199,2,0,28596,,2025/8/16,2026/3/24,2025/8/16,2025/8/19
VS2508017,4,1,VS2508017-4,SPG,SPG,SPG200K164T0,SANMAR 16寸工具袋含底盘,CARHARTT BROWN 棕色,B000068721199,151,0,28596,,2025/8/16,2026/3/24,2025/8/16,2025/8/19
VS2508018,1,1,VS2508018-1,CALIFORNIA INNOVATIONS,CAU,CIW029C8Z0,"8""方形午餐袋",Z0/水彩蝴蝶印花,10005653,20480,5,SL007159~7160,,2025/8/18,2025/10/10,2025/8/18,2025/8/18
VS2508019,1,1,VS2508019-1,Travelpro,TLP,TLP150B18.5R0,"18.5"" 大號電腦背包",CRIMSON SHADOW / 黑配紅,430245808,500,5,OB#13398,,2025/8/19,2025/11/22,2025/8/19,2025/8/19
VS2508020,1,1,VS2508020-1,CALIFORNIA INNOVATIONS,CAU,CIW215C11W0,16罐無拉鏈冰袋,W0/白色,10006328,12728,15,BLK_SL007017,,2025/8/20,2025/11/7,2025/8/20,2025/8/20
VS2508021,1,1,VS2508021-1,Travelpro,TLP,TLP120B18.5A0,"18.5""大號電腦背包",JET BLACK / 黑色,430245801,500,1,OB#13412,,2025/8/21,2025/11/28,2025/8/21,2025/8/22
VS2508022,1,2,VS2508022-1,Travelpro,TLP,TLP050K20A0,"20""手提袋",BLACK/黑色,3608-01,0,0,OB#13414,,2025/8/21,2025/11/14,2025/8/21,2025/8/22
VS2508022,2,2,VS2508022-2,Travelpro,TLP,TLP050K14A0,"14""冰袋",BLACK/黑色,3605-01,0,0,OB#13414,,2025/8/21,2025/11/22,2025/8/21,2025/8/22
VS2508022,3,2,VS2508022-3,Travelpro,TLP,TLP050T23A0,"23""兩輪登機箱（伸縮）",BLACK/黑色,3632-01,0,0,OB#13414,,2025/8/21,2025/11/22,2025/8/21,2025/8/22
VS2508022,4,2,VS2508022-4,Travelpro,TLP,TLP050T21A0,"21""兩輪拉桿箱",BLACK/黑色,3621-01,0,0,OB#13414,,2025/8/21,2025/11/22,2025/8/21,2025/8/22
VS2508022,5,2,VS2508022-5,Travelpro,TLP,TLP050T20A0,"21""四輪拉桿箱（伸縮）",BLACK/黑色,3661-01,0,0,OB#13414,,2025/8/21,2025/12/1,2025/8/21,2025/8/22
VS2508023,1,1,VS2508023-1,Travelpro,TLP,TLP070T28A0,"28""四輪伸縮拉桿箱",BLACK/黑色,407246901,500,1,OB#13413,,2025/8/21,2025/11/14,2025/8/21,2025/8/22
VS2508023,2,1,VS2508023-2,Travelpro,TLP,TLP070D16B0,"16""手提包",PATRIOT BLUE/愛國者藍,407240322,425,1,OB#13413,,2025/8/21,2025/11/14,2025/8/21,2025/8/22
VS2508023,3,1,VS2508023-3,Travelpro,TLP,TLP070T21.5A0,"21""四輪伸縮拉桿箱",BLACK/黑色,407246101,800,1,OB#13413,,2025/8/21,2025/11/22,2025/8/21,2025/8/22
VS2508023,4,1,VS2508023-4,Travelpro,TLP,TLP070T25A0,"25""四輪伸縮拉桿箱",BLACK/黑色,407246501,700,1,OB#13413,,2025/8/21,2025/11/22,2025/8/21,2025/8/22
VS2508023,5,1,VS2508023-5,Travelpro,TLP,TLP070T21.5B0,"21""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246122,500,1,OB#13413,,2025/8/21,2025/12/1,2025/8/21,2025/8/22
VS2508023,6,1,VS2508023-6,Travelpro,TLP,TLP070T25B0,"25""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246522,500,1,OB#13413,,2025/8/21,2025/12/1,2025/8/21,2025/8/22
VS2508023,7,1,VS2508023-7,Travelpro,TLP,TLP070T21.5G0,"21""四輪伸縮拉桿箱",TITANIUM GREY/鈦灰色,407246105,475,1,OB#13413,,2025/8/21,2025/12/1,2025/8/21,2025/8/22
VS2508023,8,1,VS2508023-8,Travelpro,TLP,TLP070T28B0,"28""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246922,450,1,OB#13413,,2025/8/21,2025/12/1,2025/8/21,2025/8/22
VS2508024,1,1,VS2508024-1,Travelpro,TLP,TLP070T21.5A0,"21""四輪伸縮拉桿箱",BLACK/黑色,407246101,1000,0,OB#13413,,2025/8/21,2025/12/5,2025/8/21,2025/8/22
VS2508024,2,1,VS2508024-2,Travelpro,TLP,TLP070T25A0,"25""四輪伸縮拉桿箱",BLACK/黑色,407246501,1000,0,OB#13413,,2025/8/21,2025/12/5,2025/8/21,2025/8/22
VS2508024,3,1,VS2508024-3,Travelpro,TLP,TLP070T21.5B0,"21""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246122,950,0,OB#13413,,2025/8/21,2025/12/5,2025/8/21,2025/8/22
VS2508024,4,1,VS2508024-4,Travelpro,TLP,TLP070T25B0,"25""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246522,950,0,OB#13413,,2025/8/21,2025/12/5,2025/8/21,2025/8/22
VS2508024,5,1,VS2508024-5,Travelpro,TLP,TLP070T21.5A0,"21""四輪伸縮拉桿箱",BLACK/黑色,407246101,1000,0,OB#13413,,2025/8/21,2025/12/20,2025/8/21,2025/8/22
VS2508024,6,1,VS2508024-6,Travelpro,TLP,TLP070T25A0,"25""四輪伸縮拉桿箱",BLACK/黑色,407246501,1000,0,OB#13413,,2025/8/21,2025/12/20,2025/8/21,2025/8/22
VS2508024,7,1,VS2508024-7,Travelpro,TLP,TLP070T21.5B0,"21""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246122,1025,0,OB#13413,,2025/8/21,2025/12/20,2025/8/21,2025/8/22
VS2508025,1,1,VS2508025-1,Travelpro,TLP,TLP074T20A0,"20""四輪伸縮拉杆箱",BLACK / 黑色,407246201,500,3,OB#13413,,2025/8/21,2025/12/20,2025/8/21,2025/8/22
VS2508026,1,1,VS2508026-1,Travelpro - CA（加拿大）,TLP,TLP070D16B0,"16""手提包",PATRIOT BLUE/愛國者藍,407240322,75,1,OB#13413,,2025/8/22,2025/12/5,2025/8/22,2025/8/22
VS2508026,2,1,VS2508026-2,Travelpro - CA（加拿大）,TLP,TLP070T21.5G0,"21""四輪伸縮拉桿箱",TITANIUM GREY/鈦灰色,407246105,25,1,OB#13413,,2025/8/22,2025/12/5,2025/8/22,2025/8/22
VS2508026,3,1,VS2508026-3,Travelpro - CA（加拿大）,TLP,TLP070T28B0,"28""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246922,50,1,OB#13413,,2025/8/22,2025/12/5,2025/8/22,2025/8/22
VS2508026,4,1,VS2508026-4,Travelpro - CA（加拿大）,TLP,TLP070T21.5B0,"21""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246122,25,1,OB#13413,,2025/8/22,2025/12/5,2025/8/22,2025/8/22
VS2508026,5,1,VS2508026-5,Travelpro - CA（加拿大）,TLP,TLP070T25B0,"25""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246522,50,1,OB#13413,,2025/8/22,2025/12/5,2025/8/22,2025/8/22
VS2508027,1,1,VS2508027-1,SPG,SPG,SPG200K164T0,SANMAR 16寸工具袋含底盘,CARHARTT BROWN 棕色,B000068721199,6,0,28589,,2025/8/23,2024/11/24,2025/8/23,2025/8/23
VS2508027,2,1,VS2508027-2,SPG,SPG,SPG200K05T0,SANMAR手提包,CARHARTT BROWN 棕色,B000060821199,6,0,28589,,2025/8/23,2025/11/24,2025/8/23,2025/8/23
VS2508028,1,1,VS2508028-1,SPG,SPG,SPG210K5A0,女士生活用品袋C0（常規）,黑色BLACK,B000051200199,1020,0,28657,,2025/8/23,2025/11/13,2025/8/23,2025/8/23
VS2508029,1,1,VS2508029-1,STATE,STA,STA016B15.5Z1,15.5雙肩背包-五彩花,五彩花印刷,VC4647-003LSF,788,4,PO#2209,,2025/8/23,2025/11/30,2025/8/23,2025/8/25
VS2508029,2,1,VS2508029-2,STATE,STA,STA016K18.6Z1,"18.6""媽咪袋",Z1/五彩花,VC5041-001LSF,346,4,PO#2209,,2025/8/23,2025/11/30,2025/8/23,2025/8/25
VS2508029,3,1,VS2508029-3,STATE,STA,STA016K12.5Z1,"12.5""收納袋",Z1/五彩花,VC5040-001LSF,346,4,PO#2209,,2025/8/23,2025/11/30,2025/8/23,2025/8/25
VS2508030,1,1,VS2508030-1,STATE,STA,STA016B15.5Z1,15.5雙肩背包-五彩花,五彩花印刷,VC4647-003LSF,12,0,PO#2209,,2025/8/23,2025/11/30,2025/8/23,2025/8/25
VS2508030,2,1,VS2508030-2,STATE,STA,STA016K18.6Z1,"18.6""媽咪袋",Z1/五彩花,VC5041-001LSF,4,0,PO#2209,,2025/8/23,2025/11/30,2025/8/23,2025/8/25
VS2508030,3,1,VS2508030-3,STATE,STA,STA016K12.5Z1,"12.5""收納袋",Z1/五彩花,VC5040-001LSF,4,0,PO#2209,,2025/8/23,2025/11/30,2025/8/23,2025/8/25
VS2508031,1,1,VS2508031-1,STATE,STA,STA016B15.5Z1,15.5雙肩背包-五彩花,五彩花印刷,VC4647-003LSF,600,0,PO#2209,,2025/8/23,2025/11/30,2025/8/23,2025/8/25
VS2508031,2,1,VS2508031-2,STATE,STA,STA016K18.6Z1,"18.6""媽咪袋",Z1/五彩花,VC5041-001LSF,150,0,PO#2209,,2025/8/23,2025/11/30,2025/8/23,2025/8/25
