訂單編號,產品別,規格,鍍層碼,厚度mm,寬度mm,用途碼,業務需求備註
2506DMD015/021,,,,,,,"2025/6/13Revised
1.新增項次21，100噸。"
2505DFD038/001,PPGL,A792MCQ,AZM150,0.8,762,CIA008,"急件
1.限重4~5噸，最後一顆可不依限重。
2.修補漆*1"
2508EFD010/001,PPGL,A792MSSGR275,AZM150,0.5,1225,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH"
2508DFD022/001,PPGL,CGLC400-30,AZ150,0.576,1219,CIA008,"單捲限重4-5T
套筒Y
***特急件"
2505DFD049/001,PPGI,CGC400-22,Z18,0.78,1219,CIA003,期望限重5~6噸
2512DFD009/001,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2512DFD009/002,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2511DFD059/001,PPGI,CGCC-10,Z12,1.2,1219,CIC034,"1.母鋼分切2粒，單捲限重:9~12噸。
2.ID:610mm。
3.裁切平板用。"
2511DLD004/001,TPPGI,CGCC-10,Z12,0.304,914,CIA008,"鋼號50725032200 重量5,540   分切2粒
鋼號50725042000 重量11,180 分切3粒
鋼號50725041200 重量4,795   分切1粒
鋼號50725032120 重量9,195   分切2粒"
2505DFD043/001,PPGL,A792MSSGR550,AZM250,0.6,1219,CHA081,"1. 此為台塑工程案用料。
2. 此單有指定熱軋，請冷軋技術課挑選符合此訂單的限制條件的熱軋鋼捲。
3. 台塑經確認對單位重量有要求，需至少大於4.5731kg/m2，經與台塑
    及華明確認，冷軋底材厚度設定為0.57mm，因此此單厚度變異設定
    為+5.6%；目前設定此厚度的比重約為4.7252kg/m2。
4. 此單請會簽至R&D，並於生產時知會吳昭瑢處長
5. 鋼捲分切限重AIM值約4~5噸，請盡量朝此限重進行分切。"
2507DFD001/001,PPGI,CGCD1-10,Z12,0.756,762,CIC005,1. 此單生產時請知會R&D吳昭瑢處長
2505DFD052/002,PPGL,CGLC400-30,AZ150,0.576,1192,CIA028,"1. HR請盡量挑選16~19噸
2. 鍍鋅產出後，聯絡MKT楊舜仁課長確認分切方式"
2506EFD006/001,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處: 
MTC SHOW "" ORDER THICKNESS IS BMT """
2506EFD006/002,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處: 
MTC SHOW "" ORDER THICKNESS IS BMT """
2506EFD006/003,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處: 
MTC SHOW "" ORDER THICKNESS IS BMT """
2506EFD006/004,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處: 
MTC SHOW "" ORDER THICKNESS IS BMT """
2506EFD006/005,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處: 
MTC SHOW "" ORDER THICKNESS IS BMT """
2506EFD006/006,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處: 
MTC SHOW "" ORDER THICKNESS IS BMT """
2506EFE047/001,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"1. 客戶換料(CQ→Gr275)
2. 新背標C856，客戶要求鍍層標示為AZ150而不是AZM150。"
2505DFD049/002,PPGI,CGC400-22,Z18,0.78,914,CIA003,期望限重5~6噸
2506DFD063/001,PPGL,A792MSSGR550,AZM150,0.53,1219,CIA008,"2025/8/8: 確認實際需求量：12噸

案名: 默克高雄電子科技園區工程用料
1. 修補漆*1
2. 限重5~5.5噸(分條用)，最後一顆可不依限重。"
2507DFD003/001,PPGI,CGCC-10,Z08,0.326,715,CIC001,"*包裝方式請更改為S3包裝,單捲限重為3~5MT"
2502DFD048/007,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"2025/7/10:
1.補上色碼LY216/BW736
2.數量修改為70噸，請生產下限"
2506DFD067/001,PPGI,CGCC-10,Z08,0.8,740,CIR029,"煩請先安排生產一顆約2700KG鋼捲供客戶測試,待測試通過後再繼續完成後續鋼捲生產"
2506DFD066/001,PPGL,CGLCC-10,AZ70,0.376,1219,CIA029,"1. 含漆總厚度不能低於0.40mm。

2. 含漆總厚度Aiming  0.40mm ~ 0.43mm。"
2509DFD067/002,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"1.三顆母鋼分配兩個顏色
急件"
2505DFD085/007,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"2025/10/15:新增此項次
1.限重3.5~4噸，最後一顆可不依限重。"
2509DFD067/003,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"1.三顆母鋼分配兩個顏色
急件"
2510EOE002/001,PPGL,A792SSGR33,AZ50,0.508,406,COG007,"1. TO 技術處: 
1. AIMING SLIT WIDTH TOLERANCE: -0~+0.005"", 保證 -0~+0.016""。 
2. 原母鋼寬度為 1225mm (分條刀數2刀)。 
3. 單一分條鋼捲限重1.4MT MAX。 
4. 每一棧板放置分條鋼捲數量不得超過3顆。 
5. 每一棧板+鋼捲重量不得超過4.5MT。

TO PP 及 SHIPPING:
船期: 10月底~11月，請注意外送分條交期。"
2510DFD026/003,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,"1.限重4~4.9，最後一顆可不依限重
2.0.52比輕一點，每尺1.07KG/尺以內"
2502DFD048/006,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"2025/6/24:新增此項次，急單
1.限重3.5~4噸，最後一顆可不依限重。
2.修補漆*1"
2507EFE032/002,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
保證1/2 ASTM 厚度公差
平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2507EFE032/003,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
保證1/2 ASTM 厚度公差
平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2507EFE033/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2506DFD075/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,"114/07/08 Revised
1.數量修改-->210噸-->170噸
2.含烤漆厚度必須達0.52mm
3.AIMING:產出比重盡量在3.6KG/M以下
4.母鋼請預留12噸,待Item 2確認顏色後再烤漆
5.修改規格 CGLC400-20-->CGLC400-30
6.TO技術: 厚度變異修正-6.2--->-1.4

產出比重請在3.6KG/M以下
母鋼請預留12噸,待Item 2確認顏色後再烤漆
含烤漆厚度需達0.52mm"
2511DFD019/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,1.限重4~4.9，對分切有疑慮請與業務聯絡。
2511DFD019/002,PPGL,CGLCC-20,AZ150,0.52,914,CIA008,1.限重4~4.9，對分切有疑慮請與業務聯絡。
2511DFD031/001,PPGL,CGLCC-20,AZ100,0.476,1045,CIR025,請於11月底或12月中前產出，感謝
2511DFD022/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,"114/11/07Revised
規格修改CGLC400-20 --> CGLC400-30

產出數量目標在36噸~38噸，須至少生產足36噸。"
2510DFD013/001,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2510EFD003/001,PPGL,CGL570-20,AZ200,0.5,1250,COG001,"TO 技術處：
1. 品證備註欄位請秀 : LC NUMBER: 0000181325011121 AND DATE:250918   
2.厚度為0.50MM TCC 
TO原料: 
投料誤超過60頓。"
2510AIX002/001,PPGL,A792SSGR33,AZ50,0.508,1225,COG007,=2510EOE002/001
2510AIX003/001,PPGL,A792SSGR33,AZ50,0.508,1225,COG007,=2510EOE001/001
2511EFE007/001,PPGL,G01,AZ100,0.51,1219,COA041,"TO TDCC: 
1.標籤上需有MS正式品名。
2.品證需含以下資料:化學成份/實際鍍層量。
3. MTC 備註上 "" THICKNESS IS TCC """
2511EFE009/003,PPGL,CGL400-10,AZ150,0.63,1000,COA001,"TO 原料 / 生管 : 
因裝櫃需求請投入一顆17.5噸以下的母鋼生產。"
2510EOE001/001,PPGL,A792SSGR33,AZ50,0.508,406,COG007,"TO 技術處: 
1. AIMING SLIT WIDTH TOLERANCE: -0~+0.005"", 保證 -0~+0.016""。 
2. 原母鋼寬度為 1225mm (分條刀數2刀)。 
3. 單一分條鋼捲限重1.4MT MAX。 
4. 每一棧板放置分條鋼捲數量不得超過3顆。 
5. 每一棧板+鋼捲重量不得超過4.5MT。

TO PP 及 SHIPPING:
船期: 10月底~11月，請注意外送分條交期。"
2509EFE033/003,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
TO PP: 產出勿超過40噸，謝謝!"
2509EFE033/004,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
TO PP: 產出勿超過40噸，謝謝!"
2509EFE034/001,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,TO技術處 : THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
2509EFE034/002,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,TO技術處 : THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
2509EFE034/003,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,TO技術處 : THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
2509EFE034/004,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,TO技術處 : THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD
2510EFE015/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。 
2.保固須依照FORMA STEEL 2022年保固書內容。 
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069
   為Y.S & T.S AIMING 100KSI MAX，
   主要考量BENDING盡量不能有CRACKING現象(不保證)，  
   煩請比照以上兩張訂單選購原料與生產。"
2510DFD010/002,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,急件
2509EFE035/001,PPGL,A792SSGR80,AZ35,0.361,1038,COG001,"TO 技術處:
AIM TO GAUGE : 1.86-1.89 lbs/ft (客戶目標單位重量經技術單位計算後,厚度變異為 -2.5%)
Notes : MAX 15 I Units or Less, Flush Wound - No Stagger Wind,No Center Buckle or Oil Canning, Skin Passed, Tension Leveled."
2511DFD056/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,1.單捲限重4~4.9噸，若有分切問題請與業務聯絡。
2512DCD004/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2512DCD004/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2511DCD011/005,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2512DFD024/001,PPGL,CGLCC-30,AZ150,0.52,914,CIA008,"案名：永聯工程案
1.需求量：4.5噸(機台限制，不超過5噸)
2.規格:CGLCC-30
3.工程需求，需做機械性質測試
4.修補漆*1"
2512DCD005/001,PPGL,CGLCC-20,AZ150,0.35,914,COA020,2025/12/24:修改數量至60噸
2505DFD085/011,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"需求量：80噸
1.限重3.5~4噸，若切不進請聯絡MKT郁潔。"
2506DCD009/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,2025/6/27:改下DFD訂單，故修改為1噸取消此單。
2507DFD011/001,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2507EFE030/001,PPGL,A792SSGR33,AZ50,0.508,1219,COG007,"2025/07/15: 修改鍍製方式，由AC改為MIN

TO技術處:
平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2506DFD072/001,PPGL,CGL340-10,AZ070,0.261,953,CIA019,"2025/7/31Revised
1.更新提供品證。

1.限重4~5.3，最後一顆不依限重
2.總量控制在305噸。
3.平均分切四顆，每2顆為同樣米數。"
2506DFD072/002,PPGL,CGL340-10,AZ070,0.261,953,CIA019,1.取消訂單。
2510EFE002/001,PPGL,CGL490-30,AZ150,0.6,914,COA001,"TO 原料 / 生管 : 
因裝櫃需求請投入一顆17噸以下的母鋼生產。
2025/10/09 修改訂單 * CGL490-30*"
2510DFD020/001,PPGL,CGLCC-20,AZ150,0.52,914,CIA008,1.限重4.5~4.9，最後一顆可不一限重
2509EFE036/001,PPGL,CGL400-10,AZ070,0.42,914,COA050,"1. 新色
2. 最終用戶: 新加坡格來得捲門。"
2510DFD010/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,"特急急急急件

交期:10月初"
2510DCD005/004,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2508DCD002/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2508EFD007/002,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT
2. MTC SHOW COIL LENGTH"
2508EFD007/003,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH"
2508EFD008/001,PPGL,A792MSSGR275,AZM150,0.5,1225,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH"
2507EFE034/002,PPGL,A792SSGR50,AZ50,0.508,1099,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2510EFD002/003,PPGL,A792MSSGR550,AZM150,0.5,914,COA001,"TO 技術處:
1. COIL LENGTH ON MILL CERT.
2. SHOWING WHOLE ITEMS OF MECHANICHAL PROPERTY IS REQUIRED"
2510EFE016/001,PPGL,A792SSGR80,AZ50,0.485,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。 
2.保固須依照FORMA STEEL 2022年保固書內容。 
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069
   為Y.S & T.S AIMING 100KSI MAX，
   主要考量BENDING盡量不能有CRACKING現象(不保證)，    
   煩請比照以上兩張訂單選購原料與生產。"
2510EFE017/001,PPGL,A792SSGR80,AZ50,0.485,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。 
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069
   為Y.S & T.S AIMING 100KSI MAX，
   主要考量BENDING盡量不能有CRACKING現象(不保證)，
   煩請比照以上兩張訂單選購原料與生產。"
2509DCD012/001,PPGL,A792MSSGR550,AZM150,0.52,914,CIA008,"2025/10/09 Revised 
實際轉入鋼捲:5082538/0002為無套筒 N。
因此修正套筒R改為N。"
2510EFD001/001,PPGL,CGL570-20,AZ200,0.5,1250,COG001,"TO 技術處：
1. 品證備註欄位請秀 : LC NUMBER: 0000181325011075 AND DATE: 250909"
2509DFD071/003,PPGL,A792MCQ,AZM150,0.426,950,COA001,"案名：國瑞觀音廠新建案
1.需求量：12噸
2.限重5~5.5噸，最後一顆可不依限重。"
2507EFE048/002,,,,,,,"TO 技術/生管/原料:
*此項次為誤植，不用生產*"
2512DCD007/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2512DFD058/002,PPGL,CGLC400-10,AZ70,0.426,912,CIA007,"1.目標寬度:914mm~916mm。
2.單捲限重:3.8噸~4.3噸，若有分切問題請與業務聯絡。"
2512DFD035/007,PPGL,CGLC400-10,AZ70,0.326,1210,CIA007,"1. 目標寬度1210~1214mm。
2. 單捲限重:2.8~3.2噸，若有分切問題請與業務聯絡。"
2512DFD075/001,PPGL,CGLC-10,AZ100,1,1219,CIC034,1.限重2~3，若有分切問題請與業務聯絡。
2512DFD075/002,PPGL,CGLC-10,AZ100,1,914,CIC034,1.限重2~3，若有分切問題請與業務聯絡。
2505DMD034/016,,,,,,,2025/5/16:修改數量至50噸
2505DFD056/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,1.限重4.5~4.9噸，最後一顆可不依限重。
2506DFD019/001,PPGL,CGLC400-10,AZ100,0.526,912,CIA007,"1.目標寬度:914mm~916mm
2.此項不用配對
3.單捲限重:2.7~3.2噸，最後一顆可不依限重"
2506EFE049/001,PPGL,G300,AZ100,0.4,914,CIA014,"TO 原料  / 生管:
馬來西亞進口批文限制，請勿超過客戶下單上限10%
TO 技術處
:請注意光澤度"
2505DFD074/001,PPGI,CGCC-10,Z12,1,1228,COA006,1.母鋼分切2顆，限重8~10.5噸，勿超上限重。
2512DFD025/001,PPSUS,CSUS304-20,-,0.36,914,CIA008,"2026/1/27Revised
1.原需更改數量，後續確認後無需更改，故重新送單。"
2505DFD061/001,PPGL,CGLCC-20,AZ150,0.52,914,CIA008,煩請於5月底產出，感謝!!
2506DFD003/001,PPGI,CGCD1-10,Z12,0.756,940,CIC005,"松下滾筒洗衣機新機種訂單

HR尺寸/重量 : 3.06 X 970  11噸"
2505EFE046/001,PPGL,A792SSGR80,AZ50,0.485,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069
  為Y.S & T.S AIMING 100KSI MAX，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，
  煩請比照以上兩張訂單選購原料與生產。"
2510DFD007/001,PPGL,CGLC-10,AZ100,0.42,914,COA034,"2025/09/30 Revised 
修改厚度變異 -7.3 --> -8.4"
2510DFD009/001,PPGI,CGCC-10,Z08,0.326,797,CIC001,"此張訂單不用配料

煩請生管從2510DFD003/006 30噸訂單 轉8噸底材生產此張訂單
感謝"
2511DFD033/001,PPGL,CGLC400-10,AZ70,0.426,912,CIA006,"2025/11/14Revised
1.誤植用途碼，CIA007→CIA006。

1.目標寬度:914mm~916mm。
2.單捲限重:3.8噸~4.3噸，若有限重分切問題請與業務聯絡"
2511DFD033/002,PPGL,CGLC400-10,AZ70,0.426,912,CIA007,"1.目標寬度:914mm~916mm。
2.單捲限重:3.8噸~4.3噸，若有限重分切問題請與業務聯絡"
2511DFD033/003,PPGL,CGLC400-10,AZ70,0.476,912,CIA007,"1.目標寬度915mm~917mm
2.單顆限重:2.5~3噸，單捲不可超過3噸，若有限重分切問題請與業務聯絡
3.底材+烤漆，總厚度0.498mm以上"
2505DFD085/009,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"2025/12/9:確認項次
1.限重3.5~4噸，若切不進請聯絡MKT郁潔。"
2511DFD035/004,PPGL,CGLC-10,AZ070,0.726,1224,CIR030,1.母鋼分切3粒。
2511DFD035/005,PPGL,CGLC-10,AZ070,0.576,1219,COA007,1.請投一顆母鋼，母鋼分切4粒。
2505DFD062/001,PPGL,CGLCC-10,AZ120,0.55,914,COA034,"1.需求量：足27~28mt
2.限重3.5~4.5噸，最後一顆可不依限重。"
2511DFD063/002,PPGL,A792MCQ,AZM150,0.426,950,COA001,"案名：雙葉食品工程
1.需求量：5噸
2.投入殘料鋼號：51012550004
3.修補漆*1"
2505EFE049/001,PPGL,A792SSGR80,AZ50,0.381,1041,COG003,"TO 技術處：
1. THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。 
2. AIMING 單位長度不得超過2LBS / LINEAR FOOT。"
2505EFE049/002,PPGL,A792SSGR80,AZ50,0.381,1041,COG003,"TO 技術處：
1. THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。 
2. AIMING 單位長度不得超過2LBS / LINEAR FOOT。"
2505DFD037/002,PPGL,A792MSSGR275,AZM150,0.476,914,CIA008,"2025/5/20:新增此項次
急件"
2505DFD077/006,PPGL,CGLC-10,AZ070,0.476,914,CIR030,"2025/5/29: 
1.勾選不給予品證
2.限重4~4.5噸，最後一顆可不依限重。"
2505EFE049/005,PPGL,A792SSGR80,AZ50,0.381,1041,COG007,"TO 技術處：
1. THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。 
2. AIMING 單位長度不得超過2LBS / LINEAR FOOT。"
2505EFE049/006,PPGL,A792SSGR80,AZ50,0.381,1041,COG003,"TO 技術處：
1. THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。 
2. AIMING 單位長度不得超過2LBS / LINEAR FOOT。"
2503DFD093/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,"2025/6/6:
請保留15*10試片，共計20片
_
1.原訂單號碼為2403RIX001/001，鋼號4031942/1102。
2.需留板做TAF報告。"
2505DFD077/004,PPGL,CGLC-10,AZ070,0.426,1219,CIR030,"2025/5/29: 
1.勾選不給予品證
2.限重4~4.5噸，最後一顆可不依限重。"
2505DFD083/001,PPGL,CGLC400-20,AZ150,0.52,914,COG001,"2025/6/26Revised
1.更改背標C815→C814
2.新增厚度變異
3.更改數量80→90，朝80噸生產
4.更改用途碼CIA008→COG001

1.交貨8月。"
2505DFD077/005,PPGL,CGLC-10,AZ070,0.476,1219,CIR030,"2025/5/29: 
1.勾選不給予品證
2.限重4~4.5噸，最後一顆可不依限重。"
2506EFD003/001,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH 
3. BACK MARK:SYSCO ASTM PPGL-SMP 0.50MM BC AZM150 YS 275 N/MM2, DATE 
TO原料/生管:
請投兩顆母鋼生產"
2506EFD005/002,PPGL,CGL570-20,AZ200,0.5,1250,COG001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS TCT 
2. MTC SHOW COIL LENGTH 
3.MTC SHOW "" LC NUMBER : 214925010314  AND DATE : 250325"
2506DFD020/001,PPGL,CGLC340-10,AZ70,0.426,911,CIA007,"1. 目標寬度912~914mm
2. 請生產足量
3. 限重2.2~2.8，最後一顆可不依限重。"
2505DFD073/001,PPGL,CGLC-10,AZ070,0.576,912,CIC034,"用戶：勝新
1.目標寬度914mm~915mm尤佳，不超過916mm。
2.用戶的天車極限3噸，故每粒鋼捲務必3噸內。"
2505DFD077/001,PPGL,CGLC-10,AZ070,0.426,1219,CIR030,"2025/5/29: 
1.勾選不給予品證
2.限重4~4.5噸，最後一顆可不依限重。"
2505DFD074/002,PPGI,CGCC-10,Z12,1,1221,COA006,1.母鋼分切2顆，限重8~10.5噸，勿超上限重。
2505DFD077/003,PPGL,CGLC-10,AZ070,0.726,914,CIR030,"2025/5/29: 
1.勾選不給予品證
2.限重4~4.5噸，最後一顆可不依限重。"
2506EFD007/001,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH 
3. BACK MARK:SYSCO ASTM PPGL-SMP 0.50MM BC AZM150 YS 275 N/MM2, DATE 
TO 生管: 
此為急單，請優先生產
TO 原料: 
請投兩顆原料"
2506EFD007/002,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH 
3. BACK MARK:SYSCO ASTM PPGL-SMP 0.50MM BC AZM150 YS 275 N/MM2, DATE 
TO 生管: 
此為急單，請優先生產
TO 原料: 
請投兩顆原料"
2506EFD007/003,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH 
3. BACK MARK:SYSCO ASTM PPGL-SMP 0.50MM BC AZM150 YS 275 N/MM2, DATE 
TO 生管: 
此為急單，請優先生產
TO 原料: 
請投兩顆原料"
2505DFD077/002,PPGL,CGLC-10,AZ070,0.476,914,CIR030,"2025/5/29: 
1.勾選不給予品證
2.限重4~4.5噸，最後一顆可不依限重。"
2508DFD068/002,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,特急件~
