CONK,cust_num,cust_num_name,Trader,Trader_name,buyer_cust,buyer_cust_name,A6SNO,STAND,SPEC,GAOF,OGAG,OWID,ZINC,CTTY,A5ANNE,A1SPLY,A1MTRL,A1STHR,A1GAG,A1WID,A3GAG,A7SNO,COLOT,PGAOT,COLOB,PGABT,USAGE,DEC2,OPCD,DEC6,BORE,SLEEV,BMAK,PCOD,GRNTE,WLOW,WUP
2504DFD028/001,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PL05769,CNS,CGLC400-20,0,0.45,960.0,AZ150,BC,S1,CSC,SAE1012,SAE1012,2.52,970.0,0.455,5W3864Y1,5W3864,NOM,BY60T2,NOM,COA010,輕捲門,ON009,輕捲門(色碼依屋頂方式命名),508,P,C845,D7,-,2.5,2.8
2504DFD027/001,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PL05152,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.377,RYB772Y2,RYB772,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2504DFD027/002,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PL05151,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,RYB772Y2,RYB772,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2504EFE042/001,US00359,FORMASTEELLTD.,CA00030,AMALGAMATEDTRADINGLTD.,US00359,FORMASTEELLTD.,PL03889,ASTM,A792SSGR80,0,0.381,1038.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SWG2V4Y1,SWG2V4,25,BY15Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2504EFE043/001,US00359,FORMASTEELLTD.,CA00030,AMALGAMATEDTRADINGLTD.,US00359,FORMASTEELLTD.,PL03889,ASTM,A792SSGR80,0,0.381,1038.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SYG394Y1,SYG394,25,BY15Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2504DCD003/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SW3362Y6,SW3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,4.9
2504DFD030/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SV3362Y1,SV3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,4.9
2503DFD089/002,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,FW2664Y5,FW2664,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,3.0,5.0
2504DFD029/001,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL04779,ASTM,A792MCQ,0,0.6,914.0,AZM150,AC,S1,CH,SAE1008,SAE1008,2.5,924.0,0.564,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C107,D2,-,4.0,4.5
2504DFD029/002,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL04779,ASTM,A792MCQ,0,0.6,914.0,AZM150,AC,S1,CH,SAE1008,SAE1008,2.5,924.0,0.564,SR6164Y3,SR6164,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C107,D2,-,4.0,4.5
2503DFD089/003,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,FY8364Y1,FY8364,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,戶外壁板,508,R,C815,D2,-,3.0,5.0
2503DFD091/001,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2502DFD048/003,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL05962,CNS,CGLC400-10,0,0.476,911.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.0,925.0,0.481,LC4764M1,LC4764,25,BW7362,NOM,CIA007,室內隔間,OL001,無選配,508,P,C008,S4,-,3.5,4.0
2502DFD048/004,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL05962,CNS,CGLC400-10,0,0.476,911.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.0,925.0,0.481,EC4174Y1,EC4174,25,BW7362,NOM,CIA006,室內隔間(抗靜電),OL001,隔間、抗靜電,508,P,C008,S4,-,3.5,4.0
2504EFE041/002,LK00007,METECNOLANKA(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00007,METECNOLANKA(PVT)LTD,PL02949,ASTM,A792MSSGR550,0,0.47,940.0,AZM150,AC,H2,JSTC,1008MOD,SAE1008,2.01,950.0,0.428,1G7304Y2,1G7304,25,BY3162,NOM,COA001,屋頂,-,無選配,508,N,C853,E0,-,3.0,4.5
2503DFD090/001,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05266,CNS,CGLC570-20,-1.4,0.52,1219.0,AZ150,AC,H2,CSC,1008C,SAE1008,2.21,1229.0,0.471,SW3362Y6,SW3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,N,C814,D2,-,3.0,5.0
2504AIX001/001,AU00017,RONDO,AU00071,MACSTEELINTERNATIONALAUSTRALIAPTYLTD,AU00017,RONDO,PG04540,ASTM,A653MCQ,0,0.5,1008.0,Z120,BC,S1,CSC,SAE1008,SAE1008,2.0,1020.0,0.505,LWB4A2W1,LWB4A2,25,BBF4K2,NOM,CIR001,輕鋼架押條,OL004,無選配,508,S,S000,D9,-,1.7,7.0
2504DFD033/001,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SW3362Y6,SW3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.7,4.9
2504DFD033/002,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,5.0
2504DFD036/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05152,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.5,924.0,0.377,RYB892Y2,RYB892,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2504DFD037/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05151,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.5,924.0,0.476,RYB892Y2,RYB892,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2504DFD040/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PG04304,CNS,CGC440-20,0,1.15,1219.0,Z25,BC,S1,CH,SAE1022,SAE1022,3.57,1229.0,1.161,5C1612W1,5C1612,NOM,5C1612,NOM,COT001,車體用料,OL002,車體,610,N,C817,D2,-,7.0,11.0
2504DFD050/003,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05962,CNS,CGLC400-10,0,0.476,911.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.481,EY1262Y1,EY1262,25,BW7362,NOM,CIA006,室內隔間(抗靜電),OL001,無選配,508,P,C008,S4,-,2.8,3.2
2503DFD088/001,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SC2182Y1,SC2182,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2503DFD089/001,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,FY3264Y3,FY3264,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,3.0,5.0
2504DFD035/001,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PL05144,CNS,CGLCC-20,-1.6,0.35,914.0,AZ150,BC,S1,CH,SAE1008,SAE1008,2.5,924.0,0.347,NBW3TSY1,NBW3TS,NOM,BW73X2,15,COA020,印刷戶外壁板,ON008,無選配,508,S,C811,D2,-,3.0,5.0
2504DFD067/002,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1C4601Y2,1C4601,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2505EFE038/001,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04311,ASTM,A792SSGR80,0,0.381,1029.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SYH1Y2Y1,SYH1Y2,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2506EFE008/002,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04229,ASTM,A792SSGR50,0,0.508,1099.0,AZ50,AC,S1,CSC,SAE1022,SAE1022,2.27,1115.0,0.471,SBH5Y4Y2,SBH5Y4,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2506EFE012/002,US00283,PACIFICSTEELSALESCORPORATION,US00283,PACIFICSTEELSALESCORPORATION,US00217,CASCADIAMETALS,PL03843,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,MIN,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.337,SGT7P4Y1,SGT7P4,25,BW57Y4,12.5,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2504DFD077/001,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06355,CNS,CGLCC-30,-4,0.6,914.0,AZ200,BC,S1,CH,SAE1008,SAE1008,2.5,924.0,0.582,FL2404Y2,FL2404,45,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C101,D2,-,4.0,4.5
2504DFD080/003,TWS0114,圓頂有限公司,TWS0114,圓頂有限公司,TWS0114,圓頂有限公司,PL05987,CNS,CGLC400-32,0,0.55,1219.0,AZ170,AC,S1,CH,SAE1012,SAE1012,2.02,1230.0,0.507,FY33Z4Y1,FY33Z4,35,3W7204,25,CIA008,戶外壁板,ON006,戶外壁板,508,N,C059,D2,-,3.0,5.0
2505EFD004/001,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,LK00043,JCSAKURAINTERNATIONALCOMPANY,PL04630,ASTM,A792MSSGR550,0,0.47,914.0,AZM150,AC,H2,CH,SAE1008,SAE1008,2.5,924.0,0.428,1C7304M4,1C7304,25,BW7362,NOM,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2510EFE020/001,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03860,ASTM,A792SSGR80,0,0.508,1092.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1102.0,0.466,SWH364Y2,SWH364,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2509DFD074/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SG6802Y5,SG6802,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,4.9
2509DFD074/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SW3362Y6,SW3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,4.9
2510EFE022/001,CA00022,BEHLENINDUSTRIES,JP00006,台灣伊藤忠丸紅鋼鐵貿易股份有限公司,CA00022,BEHLENINDUSTRIES,PL04242,ASTM,A792SSGR80,0,0.508,1099.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1110.0,0.466,SWG2W4Y1,SWG2W4,25,BY33Y2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,N,S000,E0,-,2.27,4.5
2510EFE023/001,US00198,PRECISIONMETAL,JP00006,台灣伊藤忠丸紅鋼鐵貿易股份有限公司,US00198,PRECISIONMETAL,PL03139,ASTM,A792CSB,0,0.508,1219.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.471,SY93Z4Y2,SY93Z4,25,BY33Y2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,P7,-,2.27,4.5
2510EFE023/002,US00198,PRECISIONMETAL,JP00006,台灣伊藤忠丸紅鋼鐵貿易股份有限公司,US00198,PRECISIONMETAL,PL04788,ASTM,A792CSB,0,0.356,1219.0,AZ35,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.328,7Y96T4Y3,7Y96T4,25,3B6AT4,25,COG001,屋頂(保證年限),-,無選配,508,N,S000,P7,-,2.27,4.5
2510EFE026/001,LK00041,AWBENTERPRISES,TWS0124,中貿國際股份有限公司,LK00041,AWBENTERPRISES,PL03707,ASTM,A792MCSB,0,0.47,914.0,AZM150,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.432,RYF374Y1,RYF374,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,S000,W7,-,2.0,3.5
2510EFE026/003,LK00041,AWBENTERPRISES,TWS0124,中貿國際股份有限公司,LK00041,AWBENTERPRISES,PL03707,ASTM,A792MCSB,0,0.47,914.0,AZM150,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.432,RYB972Y1,RYB972,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,S000,W7,-,2.0,3.5
2510EFE026/002,LK00041,AWBENTERPRISES,TWS0124,中貿國際股份有限公司,LK00041,AWBENTERPRISES,PL03707,ASTM,A792MCSB,0,0.47,914.0,AZM150,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.432,RBF762Y1,RBF762,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,S000,W7,-,2.0,3.5
2511DFD023/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06274,SYSCO,CGLC-10,0,0.476,914.0,AZ100,BC,S1,TTC,1008MOD,SAE1008,2.01,926.0,0.481,6C2704M1,6C2704,25,BW7362,NOM,CIC034,空調控制箱體,OR008,無選配,508,R,C008,D4,-,2.0,3.0
2511DFD023/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06275,SYSCO,CGLC-10,0,0.476,1219.0,AZ100,BC,S1,CH,SAE1008,SAE1008,2.0,1229.0,0.481,6C2704M1,6C2704,25,BW7362,NOM,CIC034,空調控制箱體,OR008,無選配,508,R,C008,D4,-,2.0,3.0
2503DFD028/004,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05962,CNS,CGLC400-10,0,0.476,911.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.481,LC1664Y1,LC1664,25,BW7362,NOM,CIA007,室內隔間,OL001,隔間、抗靜電,508,P,C008,S4,-,2.8,3.2
2504DFD047/001,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,PL05139,CNS,CGLCC-20,0,0.326,914.0,AZ150,BC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.329,1C34Q2L4,1C34Q2,25,BW7362,NOM,CIA008,戶外壁板,ON006,無選配,508,R,C844,D2,-,3.0,5.0
2504DCD004/001,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2504DFD034/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,FW2664Y5,FW2664,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,,508,R,C815,D2,-,3.0,5.0
2504DFD034/002,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,FW3864Y6,FW3864,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,戶外壁板,508,R,C815,D2,-,3.0,5.0
2504DFD034/003,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,FY8364Y1,FY8364,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,戶外壁板,508,R,C815,D2,-,3.0,5.0
2510DCD008/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06154,ASTM,A792MSSGR550,-1.2,0.42,914.0,AZM150,AC,H2,CSC,1008C,SAE1008,2.1,924.0,0.373,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C104,D2,-,3.0,5.0
2510AIX004/001,CA00050,RUSSELMETALSINC,CA00030,AMALGAMATEDTRADINGLTD.,CA00050,RUSSELMETALSINC,PL06542,ASTM,A792CSB,0,0.437,1213.0,AZ50,AC,S1,CSC,SAE1008,SAE1008,2.0,1229.0,0.399,SY91Y4Y1,SY91Y4,25,SW22Y4,25,COG001,屋頂(保證年限),-,無選配,508,P,S000,D9,-,0.4,12.8
2504EFE044/001,US00359,FORMASTEELLTD.,CA00030,AMALGAMATEDTRADINGLTD.,US00359,FORMASTEELLTD.,PL03889,ASTM,A792SSGR80,0,0.381,1038.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SWS5X4Y1,SWS5X4,25,BY15Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2504DFD047/002,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,PL05139,CNS,CGLCC-20,0,0.326,914.0,AZ150,BC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.329,RCF262Y4,RCF262,25,BW73N2,NOM,CIA008,戶外壁板,ON006,戶外壁板,508,S,C844,D2,-,3.0,5.0
2504EFE045/001,US00359,FORMASTEELLTD.,CA00030,AMALGAMATEDTRADINGLTD.,US00359,FORMASTEELLTD.,PL05763,ASTM,A792SSGR80,0,0.485,1086.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.442,SWS5X4Y1,SWS5X4,25,BY15Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2504DFD047/003,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,PL05139,CNS,CGLCC-20,0,0.326,914.0,AZ150,BC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.329,RBB572Y6,RBB572,25,BW73N2,NOM,CIA008,戶外壁板,ON006,無選配,508,S,C844,D2,-,3.0,5.0
2506EFE021/003,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL03002,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.337,4R65T4Y1,4R65T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,P,S000,E0,-,3.62,4.54
2512RIX001/001,TWZ0888,國內業務處-現場無主鋼捲入庫用,TWZ0888,國內業務處-現場無主鋼捲入庫用,TWZ0888,國內業務處-現場無主鋼捲入庫用,PL05173,CNS,CGLCC-10,-1,0.18,830.0,AZ50,BC,S1,CSC,SAE1008,SAE1008,2.0,845.0,0.18,1W0862L5,1W0862,NOM,BYW367,NOM,COR005,超薄屋頂背板,ON019,壁板背板寬度公差-2?+5,508,P,CT01,D2,-,4.0,5.0
2511DCD011/003,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00052,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,RYF892Z1,RYF892,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,S,C989,A3,-,4.0,4.9
2511DCD011/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00052,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,2Y7304Z1,2Y7304,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,4.0,4.9
2512DFD022/001,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,PL05200,CNS,CGLCC-10,-8,0.216,890.0,AZ50,BC,S1,CSC,SAE1008,SAE1008,2.0,905.0,0.201,1W0862L4,1W0862,NOM,BW7362,NOM,COR004,屋頂背板,-,無選配,508,P,CT01,D4,-,3.0,5.0
2512DFD023/001,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PL05199,CNS,CGLCC-10,-8,0.216,830.0,AZ50,BC,S1,CSC,SAE1008,SAE1008,2.0,845.0,0.201,1W0862L4,1W0862,NOM,BW7362,NOM,COR004,屋頂背板,-,無選配,508,P,CT01,D4,-,3.0,5.0
2506EFE008/003,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04229,ASTM,A792SSGR50,0,0.508,1099.0,AZ50,AC,S1,CSC,SAE1022,SAE1022,2.27,1115.0,0.471,SLH784Y1,SLH784,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2505EFE032/020,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04149,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,MARU,1008LAK,SAE1008,2.01,1229.0,0.471,SBH164Y2,SBH164,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2505EFE032/021,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04149,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,MARU,1008LAK,SAE1008,2.01,1229.0,0.471,SGT7Q4Y1,SGT7Q4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2505EFE032/022,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04148,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,MARU,1008LAK,SAE1008,2.01,1229.0,0.471,SRV3T3Y2,SRV3T3,25,BW73Z2,NOM,COG001,屋頂(保證年限),-,超耐候屋頂,508,P,S000,E0,-,3.0,4.5
2505EFE032/023,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04148,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,MARU,1008LAK,SAE1008,2.01,1229.0,0.471,SL5564Y1,SL5564,25,BW73Z2,NOM,COA001,屋頂,-,無選配,508,P,S000,E0,-,3.0,4.5
